City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
261,Torbay,CA,2022-05-27 23:35:37,47.6666,-52.7314,42.28,71,75,10.36,broken clouds
262,Huruta,ET,2022-05-27 23:38:10,8.15,39.35,59.92,64,56,4.38,broken clouds
263,Isangel,VU,2022-05-27 23:29:11,-19.55,169.2667,80.58,76,100,9.01,overcast clouds
264,Sibu,MY,2022-05-27 23:38:10,2.3,111.8167,73.71,94,20,3.44,few clouds
265,Nioaque,BR,2022-05-27 23:38:04,-21.1353,-55.83,72.57,51,11,2.42,few clouds
266,Geraldton,AU,2022-05-27 23:38:11,-28.7667,114.6,57.61,82,0,12.66,clear sky
267,Omboue,GA,2022-05-27 23:38:11,-1.5746,9.2618,72.77,92,49,5.75,scattered clouds
268,Faanui,PF,2022-05-27 23:38:11,-16.4833,-151.75,80.89,62,2,15.77,clear sky
269,Bantou,CN,2022-05-27 23:38:12,26.2151,117.4893,73.02,99,100,3.11,overcast clouds
270,Utinga,BR,2022-05-27 23:39:12,-5.8172,-35.3954,77.4,100,75,4.61,light rain
271,Aberystwyth,GB,2022-05-27 23:39:12,52.4155,-4.0829,41.7,83,57,2.51,broken clouds
272,Iquique,CL,2022-05-27 23:39:13,-20.2208,-70.1431,62.64,78,54,0.56,broken clouds
273,Berezovyy,RU,2022-05-27 23:39:13,51.6667,135.7,47.41,94,100,6.42,light rain
274,Saint-Pierre,RE,2022-05-27 23:39:14,-21.3393,55.4781,71.91,94,100,9.22,light rain
275,Zenzeli,RU,2022-05-27 23:39:14,45.9241,47.0474,63.54,61,45,7.11,scattered clouds
276,Yarmouth,US,2022-05-27 23:39:14,41.7057,-70.2286,67.64,95,75,12.66,light rain
277,Turka,UA,2022-05-27 23:39:14,49.1541,23.0297,46.15,93,100,2.71,light rain
278,Patamundai,IN,2022-05-27 23:39:15,20.5667,86.5667,83.03,81,57,8.39,broken clouds
279,Yatou,CN,2022-05-27 23:39:15,37.15,122.3833,74.59,44,100,11.68,overcast clouds
280,Kloulklubed,PW,2022-05-27 23:39:15,7.0419,134.2556,79.3,76,100,8.7,overcast clouds
281,Cherskiy,RU,2022-05-27 23:39:16,68.75,161.3,39.16,47,48,12.3,scattered clouds
282,Banikoara,BJ,2022-05-27 23:39:16,11.2985,2.4386,79.54,68,68,8.66,broken clouds
283,Nishihara,JP,2022-05-27 23:39:16,26.1842,127.7558,72.68,97,100,16.11,mist
284,Fort Nelson,CA,2022-05-27 23:39:17,58.8053,-122.7002,65.79,32,75,6.91,broken clouds
285,Amarillo,US,2022-05-27 23:39:17,35.222,-101.8313,93.09,21,0,23.02,clear sky
286,Lonavale,IN,2022-05-27 23:39:17,18.75,73.4167,71.02,90,53,4.36,broken clouds
287,Santa Cruz,BO,2022-05-27 23:39:17,-17.8,-63.1667,80.65,65,20,11.5,few clouds
288,Sao Desiderio,BR,2022-05-27 23:39:18,-12.3633,-44.9733,67.28,44,6,5.01,clear sky
289,Rio De Janeiro,BR,2022-05-27 23:36:33,-22.9028,-43.2075,75.42,81,0,8.05,clear sky
290,Fortuna,US,2022-05-27 23:39:18,40.5982,-124.1573,60.93,83,100,10.36,overcast clouds
291,Vostok,RU,2022-05-27 23:39:18,46.4856,135.8833,51.03,91,100,0.45,overcast clouds
292,Alofi,NU,2022-05-27 23:39:19,-19.0595,-169.9187,80.49,83,65,9.22,broken clouds
293,San Fernando,PH,2022-05-27 23:39:19,15.0286,120.6898,82.13,67,87,3.38,overcast clouds
294,Calabaca,PH,2022-05-27 23:39:19,14.3001,122.4336,82.04,82,87,5.26,overcast clouds
295,Bima,ID,2022-05-27 23:39:20,-8.4667,118.7167,79.7,82,100,2.01,overcast clouds
296,Xai-Xai,MZ,2022-05-27 23:39:20,-25.0519,33.6442,65.17,92,10,6.35,clear sky
297,Mackay,AU,2022-05-27 23:39:21,-21.15,149.2,75.69,65,0,2.57,clear sky
298,Surt,LY,2022-05-27 23:39:21,31.2089,16.5887,71.64,77,48,10.25,scattered clouds
299,Cardoso,BR,2022-05-27 23:39:21,-20.0819,-49.9142,69.85,47,100,2.71,overcast clouds
300,Harper,LR,2022-05-27 23:39:21,4.375,-7.7169,77.97,87,30,8.43,light rain
301,North Platte,US,2022-05-27 23:39:22,41.1239,-100.7654,89.26,22,37,13.0,scattered clouds
302,Porto Novo,BJ,2022-05-27 23:39:22,6.4965,2.6036,77.86,84,63,4.23,broken clouds
303,Bon Air,US,2022-05-27 23:36:30,37.5249,-77.5578,74.88,79,40,13.8,scattered clouds
304,Ahtopol,BG,2022-05-27 23:39:22,42.1,27.95,61.14,81,9,5.1,clear sky
305,Pisco,PE,2022-05-27 23:34:59,-13.7,-76.2167,64.45,77,28,12.66,mist
306,Tuatapere,NZ,2022-05-27 23:39:23,-46.1333,167.6833,54.03,77,99,5.32,overcast clouds
307,Mehamn,NO,2022-05-27 23:39:23,71.0357,27.8492,39.11,96,100,23.24,light rain
308,Vila,PT,2022-05-27 23:39:23,42.0304,-8.1588,61.68,67,9,6.2,clear sky
309,Kruisfontein,ZA,2022-05-27 23:39:24,-34.0033,24.7314,54.45,83,21,4.85,few clouds
310,Waddan,LY,2022-05-27 23:39:24,29.1614,16.139,85.48,11,8,9.44,clear sky
311,Sola,VU,2022-05-27 23:39:24,-13.8833,167.55,79.3,69,100,4.81,overcast clouds
312,Lagoa,PT,2022-05-27 23:39:25,39.05,-27.9833,62.15,96,99,14.12,light rain
313,Richards Bay,ZA,2022-05-27 23:39:25,-28.783,32.0377,65.03,90,2,8.68,clear sky
314,Broken Hill,AU,2022-05-27 23:39:25,-31.95,141.4333,55.42,73,49,10.36,scattered clouds
315,Matadi,CD,2022-05-27 23:39:25,-5.8167,13.45,71.51,89,19,2.57,few clouds
316,Boleslawiec,PL,2022-05-27 23:39:26,51.2642,15.5697,52.02,72,3,14.94,clear sky
317,Takoradi,GH,2022-05-27 23:39:26,4.8845,-1.7554,79.29,83,95,5.17,overcast clouds
318,Hofn,IS,2022-05-27 23:39:26,64.2539,-15.2082,47.19,83,71,11.41,broken clouds
319,Bilma,NE,2022-05-27 23:40:26,18.6853,12.9164,89.06,9,0,6.55,clear sky
320,Vardo,NO,2022-05-27 23:40:27,70.3705,31.1107,40.98,93,100,21.85,light rain
321,Puerto Escondido,MX,2022-05-27 23:36:03,15.85,-97.0667,81.43,74,100,5.75,overcast clouds
322,Dossor,KZ,2022-05-27 23:40:27,47.5272,52.9811,63.63,67,87,12.33,overcast clouds
323,Lata,PT,2022-05-27 23:40:27,40.1629,-8.3327,68.07,41,67,4.63,broken clouds
324,Cabo San Lucas,MX,2022-05-27 23:37:55,22.8909,-109.9124,93.51,33,0,9.22,clear sky
325,New Norfolk,AU,2022-05-27 23:40:28,-42.7826,147.0587,45.91,76,96,2.82,overcast clouds
326,Tezu,IN,2022-05-27 23:40:28,27.9167,96.1667,72.5,95,90,2.42,overcast clouds
327,Seoul,KR,2022-05-27 23:38:58,37.5683,126.9778,67.57,68,56,6.91,broken clouds
328,Kerema,PG,2022-05-27 23:40:28,-7.9631,145.7785,80.91,75,88,3.22,overcast clouds
329,Puerto Colombia,CO,2022-05-27 23:40:29,10.9878,-74.9547,84.29,81,94,8.77,overcast clouds
330,Half Moon Bay,US,2022-05-27 23:40:29,37.4636,-122.4286,76.87,72,100,16.11,overcast clouds
331,Pinotepa Nacional,MX,2022-05-27 23:40:29,16.3167,-98.0167,82.09,72,100,4.29,overcast clouds
332,Zhangzhou,CN,2022-05-27 23:40:29,24.5133,117.6556,71.53,95,100,0.04,overcast clouds
333,Mogadishu,SO,2022-05-27 23:36:40,2.0371,45.3438,79.39,86,91,15.28,overcast clouds
334,Tazovskiy,RU,2022-05-27 23:40:30,67.4667,78.7,44.06,62,100,10.4,overcast clouds
335,Labuhan,ID,2022-05-27 23:40:30,-6.8844,112.2051,79.02,84,92,2.93,overcast clouds
336,Bubaque,GW,2022-05-27 23:40:30,11.2833,-15.8333,80.46,79,53,6.76,moderate rain
337,Pevek,RU,2022-05-27 23:40:30,69.7008,170.3133,30.33,76,100,11.63,overcast clouds
338,Paamiut,GL,2022-05-27 23:40:31,61.994,-49.6678,32.54,89,78,24.23,broken clouds
339,Egvekinot,RU,2022-05-27 23:40:31,66.3167,-179.1667,39.9,68,84,5.1,broken clouds
340,Marawi,PH,2022-05-27 23:40:31,7.9986,124.2928,73.71,89,96,4.59,overcast clouds
341,Kharp,RU,2022-05-27 23:40:32,66.8014,65.8081,58.66,56,22,10.02,few clouds
342,Medvedok,RU,2022-05-27 23:40:32,57.3891,50.0351,48.65,98,100,6.17,overcast clouds
343,East London,ZA,2022-05-27 23:40:32,-33.0153,27.9116,59.95,80,3,6.35,clear sky
344,Bathsheba,BB,2022-05-27 23:40:32,13.2167,-59.5167,81.21,74,40,14.97,scattered clouds
345,Zhuhai,CN,2022-05-27 23:40:33,22.2769,113.5678,82.18,94,40,11.5,scattered clouds
346,Aloleng,PH,2022-05-27 23:40:33,16.1307,119.7824,83.86,71,98,7.72,overcast clouds
347,Macamic,CA,2022-05-27 23:40:34,48.7502,-78.9996,49.86,86,100,6.78,overcast clouds
348,Aklavik,CA,2022-05-27 23:40:34,68.2191,-135.0107,39.56,60,93,20.36,overcast clouds
349,Meulaboh,ID,2022-05-27 23:40:34,4.1363,96.1285,75.11,82,93,4.25,overcast clouds
350,Port Hedland,AU,2022-05-27 23:40:34,-20.3167,118.5667,73.45,56,75,3.44,broken clouds
351,Codrington,AU,2022-05-27 23:40:35,-38.2667,141.9667,51.22,78,92,9.86,overcast clouds
352,Lillooet,CA,2022-05-27 23:40:35,50.6856,-121.942,61.03,50,76,7.52,broken clouds
353,Souillac,MU,2022-05-27 23:40:35,-20.5167,57.5167,70.18,88,20,4.61,few clouds
354,Luderitz,NA,2022-05-27 23:40:35,-26.6481,15.1594,55.0,87,1,7.43,clear sky
355,Dubbo,AU,2022-05-27 23:40:36,-32.25,148.6167,57.33,94,100,4.61,overcast clouds
356,Opuwo,NA,2022-05-27 23:40:36,-18.0607,13.84,59.63,34,0,3.69,clear sky
357,San Jose,US,2022-05-27 23:39:29,37.3394,-121.895,78.49,54,75,16.11,broken clouds
358,Cap Malheureux,MU,2022-05-27 23:40:36,-19.9842,57.6142,69.48,78,0,7.49,clear sky
359,Otukpo,NG,2022-05-27 23:40:37,7.1913,8.1329,71.76,94,47,3.91,scattered clouds
360,Camana,PE,2022-05-27 23:40:37,-16.6228,-72.7111,63.52,82,56,3.8,broken clouds
361,Nakambala,ZM,2022-05-27 23:40:37,-15.8324,27.7799,56.52,60,0,5.39,clear sky
362,Cidreira,BR,2022-05-27 23:40:38,-30.1811,-50.2056,63.72,94,100,4.41,overcast clouds
363,Jati,PK,2022-05-27 23:41:38,24.3539,68.2671,81.25,80,27,20.11,scattered clouds
364,Portobelo,PA,2022-05-27 23:41:38,9.55,-79.65,81.95,82,95,5.12,overcast clouds
365,Fukue,JP,2022-05-27 23:41:38,32.6881,128.8419,77.36,27,0,2.3,clear sky
366,Hailar,CN,2022-05-27 23:41:39,49.2,119.7,54.1,40,20,14.5,few clouds
367,Trofors,NO,2022-05-27 23:41:39,65.5333,13.4063,47.12,97,100,5.88,overcast clouds
368,Atikokan,CA,2022-05-27 23:41:39,48.7555,-91.6216,66.96,53,73,2.57,broken clouds
369,Nova Olinda Do Norte,BR,2022-05-27 23:41:40,-3.8881,-59.0942,79.16,77,89,1.92,overcast clouds
370,Pokosnoye,RU,2022-05-27 23:41:40,55.5258,101.0536,46.9,53,58,8.81,broken clouds
371,Arman,RU,2022-05-27 23:41:40,59.7,150.1667,50.02,79,86,5.3,overcast clouds
372,Port Lincoln,AU,2022-05-27 23:41:40,-34.7333,135.8667,60.1,73,68,13.18,broken clouds
373,Bo Phloi,TH,2022-05-27 23:41:41,14.3236,99.5161,76.26,84,100,5.21,overcast clouds
374,Makakilo City,US,2022-05-27 23:41:41,21.3469,-158.0858,82.72,56,100,16.11,overcast clouds
375,Langen,DE,2022-05-27 23:41:41,49.9933,8.6728,54.52,61,0,2.3,clear sky
376,Zeya,RU,2022-05-27 23:41:42,53.75,127.2667,60.06,64,67,14.32,broken clouds
377,Sandovo,RU,2022-05-27 23:41:42,58.4602,36.4128,43.54,99,96,5.03,overcast clouds
378,Nagorsk,RU,2022-05-27 23:41:42,59.3172,50.8078,49.77,95,99,7.72,overcast clouds
379,Laramie,US,2022-05-27 23:38:32,41.3114,-105.5911,76.53,28,0,19.57,clear sky
380,Palkino,RU,2022-05-27 23:41:43,57.5409,28.0126,44.35,94,57,6.15,broken clouds
381,Manaus,BR,2022-05-27 23:41:43,-3.1019,-60.025,81.1,83,20,3.44,moderate rain
382,Sechura,PE,2022-05-27 23:41:43,-5.5569,-80.8222,68.22,70,36,18.01,scattered clouds
383,Chitungwiza,ZW,2022-05-27 23:41:44,-18.0127,31.0756,53.46,90,0,5.06,clear sky
384,Tynda,RU,2022-05-27 23:41:44,55.1667,124.7167,47.41,92,100,15.3,overcast clouds
385,Xining,CN,2022-05-27 23:41:44,36.6167,101.7667,57.34,57,93,1.95,overcast clouds
386,Isparta,TR,2022-05-27 23:41:44,38.0,31.0,58.82,64,17,2.8,few clouds
387,Taoudenni,ML,2022-05-27 23:41:45,22.6783,-3.9836,97.09,13,59,2.64,broken clouds
388,Nizhniy Kuranakh,RU,2022-05-27 23:41:45,58.8353,125.4869,44.83,90,100,7.96,overcast clouds
389,Kabare,CD,2022-05-27 23:41:45,-2.4683,28.8242,59.67,97,100,0.81,light rain
390,Maarianhamina,AX,2022-05-27 23:41:45,60.0973,19.9348,46.26,93,75,1.14,light rain
391,Teguldet,RU,2022-05-27 23:41:46,57.3064,88.1667,52.16,58,2,6.96,clear sky
392,Puerto Rico,AR,2022-05-27 23:37:42,-26.796,-55.024,63.01,100,93,2.42,overcast clouds
393,Amapa,BR,2022-05-27 23:41:46,1.0,-52.0,71.37,99,95,2.33,overcast clouds
394,Homer,US,2022-05-27 23:41:46,59.6425,-151.5483,68.04,67,0,9.22,clear sky
395,Makeni,SL,2022-05-27 23:41:46,8.8833,-12.05,75.61,94,96,2.64,overcast clouds
396,Qaqortoq,GL,2022-05-27 23:41:47,60.7167,-46.0333,43.21,59,100,2.82,overcast clouds
397,Oistins,BB,2022-05-27 23:41:47,13.0667,-59.5333,80.69,74,40,14.97,scattered clouds
398,Wolfsburg,DE,2022-05-27 23:41:47,52.4333,10.8,52.38,88,48,17.18,scattered clouds
399,Tessalit,ML,2022-05-27 23:41:47,20.1986,1.0114,92.88,13,85,5.23,overcast clouds
400,Nouadhibou,MR,2022-05-27 23:41:48,20.931,-17.0347,67.98,88,40,13.8,scattered clouds
401,Wanganui,NZ,2022-05-27 23:41:48,-39.9333,175.05,58.59,67,0,5.01,clear sky
402,Bud,US,2022-05-27 23:41:48,39.447,-86.1758,66.31,93,100,13.67,overcast clouds
403,Sioux Lookout,CA,2022-05-27 23:41:49,50.1001,-91.917,69.87,40,75,8.05,broken clouds
404,Talakan,RU,2022-05-27 23:41:49,50.3167,130.3667,64.9,56,8,8.72,clear sky
405,Rio Gallegos,AR,2022-05-27 23:41:33,-51.6226,-69.2181,39.25,70,20,23.02,few clouds
406,Constitucion,CL,2022-05-27 23:40:56,-35.3333,-72.4167,49.73,65,100,6.64,overcast clouds
407,Tarakan,ID,2022-05-27 23:41:49,3.3,117.6333,78.3,94,20,0.0,few clouds
408,Abalak,RU,2022-05-27 23:41:50,58.1286,68.5944,47.62,92,100,11.36,moderate rain
409,Yar-Sale,RU,2022-05-27 23:41:50,66.8333,70.8333,52.03,48,72,10.27,broken clouds
410,Matay,EG,2022-05-27 23:41:50,28.419,30.7792,77.58,35,0,12.91,clear sky
411,Sangar,RU,2022-05-27 23:42:51,63.9242,127.4739,51.06,50,99,0.72,overcast clouds
412,Antalya,TR,2022-05-27 23:42:51,36.7741,30.7178,78.1,46,0,9.22,clear sky
413,Naryan-Mar,RU,2022-05-27 23:42:51,67.6713,53.087,47.34,78,65,6.04,broken clouds
414,Carutapera,BR,2022-05-27 23:42:52,-1.195,-46.02,74.82,93,29,5.1,scattered clouds
415,Nova Serrana,BR,2022-05-27 23:42:52,-19.8761,-44.9836,61.11,62,100,2.06,overcast clouds
416,Boddam,GB,2022-05-27 23:42:52,57.4667,-1.7833,48.58,86,3,16.58,clear sky
417,Ayan,RU,2022-05-27 23:42:52,56.45,138.1667,36.14,87,100,14.18,overcast clouds
418,Tornio,FI,2022-05-27 23:42:53,65.8481,24.1466,42.82,89,100,7.02,overcast clouds
419,Suihua,CN,2022-05-27 23:42:53,46.6406,126.9969,66.61,55,85,12.59,overcast clouds
420,Penzance,GB,2022-05-27 23:42:53,50.1186,-5.5371,47.08,78,8,10.02,clear sky
421,Poum,NC,2022-05-27 23:42:54,-20.2333,164.0167,78.21,73,11,11.07,few clouds
422,Kahului,US,2022-05-27 23:38:59,20.8947,-156.47,82.42,51,75,16.11,broken clouds
423,Labuan,MY,2022-05-27 23:42:54,5.2767,115.2417,79.16,88,20,0.0,few clouds
424,Tandil,AR,2022-05-27 23:42:54,-37.3217,-59.1332,39.69,70,96,4.88,overcast clouds
425,Bayanday,RU,2022-05-27 23:42:55,53.0661,105.5139,46.54,47,31,11.12,scattered clouds
426,Tutzing,DE,2022-05-27 23:42:55,47.9094,11.2803,54.43,81,100,10.36,light rain
427,Champerico,GT,2022-05-27 23:42:55,14.3,-91.9167,84.74,84,100,6.04,overcast clouds
428,Bermejo,AR,2022-05-27 23:42:55,-32.8833,-68.8,47.01,65,1,0.27,clear sky
429,Ucluelet,CA,2022-05-27 23:38:41,48.9329,-125.5528,52.09,85,100,3.0,overcast clouds
430,Ulladulla,AU,2022-05-27 23:42:56,-35.35,150.4667,57.78,88,100,4.41,overcast clouds
431,Coihaique,CL,2022-05-27 23:42:56,-45.5752,-72.0662,36.21,80,0,3.44,clear sky
432,Vestmanna,FO,2022-05-27 23:42:56,62.1564,-7.1664,41.92,81,75,31.07,broken clouds
433,Nouakchott,MR,2022-05-27 23:42:56,18.0858,-15.9785,69.73,81,62,10.98,broken clouds
434,Dwarka,IN,2022-05-27 23:42:57,22.2394,68.9678,81.1,78,97,23.17,overcast clouds
435,San Quintin,MX,2022-05-27 23:38:22,30.4833,-115.95,65.25,67,1,16.02,clear sky
436,Ancud,CL,2022-05-27 23:42:57,-41.8697,-73.8203,41.74,82,42,4.92,scattered clouds
437,Namibe,AO,2022-05-27 23:42:57,-15.1961,12.1522,64.58,87,21,5.46,few clouds
438,Olga,RU,2022-05-27 23:42:57,43.7444,135.2892,52.14,97,100,2.35,light rain
439,Eureka,US,2022-05-27 23:38:11,40.8021,-124.1637,64.67,84,100,1.99,overcast clouds
440,Marsa Matruh,EG,2022-05-27 23:42:58,31.3525,27.2453,70.0,68,0,2.3,clear sky
441,Krasnoselkup,RU,2022-05-27 23:42:58,65.7,82.4667,55.81,39,100,5.35,overcast clouds
442,Khromtau,KZ,2022-05-27 23:42:58,50.2503,58.4347,51.8,68,57,11.39,broken clouds
443,Havre-Saint-Pierre,CA,2022-05-27 23:42:59,50.2334,-63.5986,44.96,93,100,16.11,overcast clouds
444,Arauco,CL,2022-05-27 23:42:59,-37.2463,-73.3175,44.51,80,99,3.91,overcast clouds
445,Jinchang,CN,2022-05-27 23:42:59,38.4953,102.1739,71.29,27,95,8.25,overcast clouds
446,Hualmay,PE,2022-05-27 23:42:59,-11.0964,-77.6139,63.28,84,10,8.39,clear sky
447,Mananjary,MG,2022-05-27 23:43:00,-21.2167,48.3333,68.34,89,55,8.37,light rain
448,Jumla,NP,2022-05-27 23:43:00,29.2747,82.1838,54.41,87,71,3.2,broken clouds
449,Wairoa,NZ,2022-05-27 23:40:32,-39.0333,177.3667,59.56,69,2,4.0,clear sky
450,Chuguyevka,RU,2022-05-27 23:43:00,44.1653,133.8633,60.71,73,84,3.91,broken clouds
451,Charters Towers,AU,2022-05-27 23:43:01,-20.1,146.2667,70.57,45,0,7.49,clear sky
452,Leningradskiy,RU,2022-05-27 23:43:01,69.3833,178.4167,32.41,97,100,3.85,light snow
453,Guabito,PA,2022-05-27 23:43:01,9.5,-82.6167,78.69,86,89,1.81,overcast clouds
454,Kieta,PG,2022-05-27 23:43:01,-6.2167,155.6333,84.97,68,67,5.06,broken clouds
455,Tutoia,BR,2022-05-27 23:43:02,-2.7619,-42.2744,76.48,83,8,1.12,clear sky
456,Sinazongwe,ZM,2022-05-27 23:43:02,-17.2614,27.4618,64.99,56,0,3.51,clear sky
457,Umm Kaddadah,SD,2022-05-27 23:43:03,13.6017,26.6876,78.33,9,6,11.23,clear sky
458,Faro,PT,2022-05-27 23:44:03,37.0194,-7.9322,69.58,68,0,8.05,clear sky
459,Kamenka,RU,2022-05-27 23:44:03,51.3223,42.7678,48.74,86,47,9.93,scattered clouds
460,Puga,MX,2022-05-27 23:44:03,21.5833,-104.8167,87.87,51,75,11.5,broken clouds
461,Camacha,PT,2022-05-27 23:44:04,33.0833,-16.3333,62.02,77,40,8.05,scattered clouds
462,Rawson,AR,2022-05-27 23:44:04,-43.3002,-65.1023,42.78,59,6,9.91,clear sky
463,Saint-Augustin,CA,2022-05-27 23:44:04,51.226,-58.6502,46.0,51,96,6.93,overcast clouds
464,Aksarka,RU,2022-05-27 23:44:05,66.5606,67.7975,56.01,49,55,8.19,broken clouds
465,Antsla,EE,2022-05-27 23:44:05,57.8256,26.5406,45.84,97,55,5.3,broken clouds
466,Isabela,PH,2022-05-27 23:44:05,6.7085,121.9711,78.85,82,98,8.39,overcast clouds
467,Sitka,US,2022-05-27 23:43:25,57.0531,-135.33,64.29,45,75,10.36,broken clouds
468,Prado,BR,2022-05-27 23:44:05,-17.3411,-39.2208,71.08,90,92,8.14,overcast clouds
469,Macomb,US,2022-05-27 23:43:20,40.4592,-90.6718,69.78,67,40,6.91,scattered clouds
470,Tilichiki,RU,2022-05-27 23:44:06,60.4667,166.1,38.26,97,100,3.89,overcast clouds
471,Ahipara,NZ,2022-05-27 23:44:06,-35.1667,173.1667,63.95,63,44,11.72,scattered clouds
472,Lecce,IT,2022-05-27 23:44:06,40.2167,18.1667,71.49,73,0,4.61,clear sky
473,Pochutla,MX,2022-05-27 23:44:07,15.7432,-96.4661,82.81,76,100,12.39,overcast clouds
474,Valera,VE,2022-05-27 23:44:07,9.3178,-70.6036,73.06,75,100,5.64,overcast clouds
475,Tocopilla,CL,2022-05-27 23:44:07,-22.092,-70.1979,63.28,76,34,6.55,scattered clouds
476,Marzuq,YE,2022-05-27 23:44:07,14.4,46.4667,75.31,39,16,4.29,few clouds
477,Srednekolymsk,RU,2022-05-27 23:44:08,67.45,153.6833,44.65,39,17,4.34,few clouds
478,Copiapo,CL,2022-05-27 23:44:08,-27.3667,-70.3333,51.49,64,0,1.34,clear sky
479,Tuy Hoa,VN,2022-05-27 23:44:08,13.0833,109.3,80.17,72,97,15.23,overcast clouds
480,Dayong,CN,2022-05-27 23:44:09,25.0209,118.2898,71.56,96,100,0.47,overcast clouds
481,Acapulco,MX,2022-05-27 23:42:25,16.8634,-99.8901,83.1,77,100,6.96,overcast clouds
482,Sassandra,CI,2022-05-27 23:44:09,4.95,-6.0833,77.99,88,69,5.84,light rain
483,Esperance,AU,2022-05-27 23:44:09,-33.8667,121.9,55.45,58,2,11.95,clear sky
484,Vanimo,PG,2022-05-27 23:44:09,-2.6741,141.3028,83.97,68,93,3.02,overcast clouds
485,Eyl,SO,2022-05-27 23:44:10,7.9803,49.8164,80.13,68,92,18.59,overcast clouds
486,Sandomierz,PL,2022-05-27 23:44:10,50.6827,21.749,50.79,89,61,5.01,broken clouds
487,Arrecife,ES,2022-05-27 23:44:10,28.963,-13.5477,67.98,73,20,9.22,few clouds
488,Palencia,ES,2022-05-27 23:44:11,42.4167,-4.5,55.92,81,1,10.27,clear sky
489,Nisia Floresta,BR,2022-05-27 23:44:11,-6.0911,-35.2086,77.38,96,99,8.41,moderate rain
490,Parana,AR,2022-05-27 23:40:58,-31.732,-60.5238,58.57,83,83,7.43,light rain
491,Enshi,CN,2022-05-27 23:44:11,30.3,109.4833,64.51,97,100,0.72,overcast clouds
492,Andenes,NO,2022-05-27 23:44:12,69.3143,16.1194,44.58,93,100,26.46,overcast clouds
493,Daru,PG,2022-05-27 23:44:12,-9.0763,143.2092,82.38,70,68,12.08,broken clouds
494,Gusau,NG,2022-05-27 23:44:12,12.1628,6.6614,85.73,43,66,12.26,broken clouds
495,Cochabamba,BO,2022-05-27 23:44:13,-17.3895,-66.1568,64.15,36,20,4.61,few clouds
496,Parnaiba,BR,2022-05-27 23:44:13,-2.9047,-41.7767,75.65,87,4,2.46,clear sky
497,Indi,IN,2022-05-27 23:44:13,17.1667,75.9667,79.56,56,1,13.71,clear sky
498,Springbok,ZA,2022-05-27 23:44:13,-29.6643,17.8865,48.83,65,0,2.89,clear sky
499,Magalia,US,2022-05-27 23:44:14,39.8121,-121.5783,74.75,53,100,1.01,overcast clouds
500,Moa,CU,2022-05-27 23:44:14,20.6569,-74.9403,76.57,89,97,8.79,overcast clouds
501,Nyimba,ZM,2022-05-27 23:44:14,-14.5566,30.8149,61.32,61,0,5.41,clear sky
502,Sabha,LY,2022-05-27 23:45:15,27.0377,14.4283,87.48,8,2,12.26,clear sky
503,Manokwari,ID,2022-05-27 23:45:15,-0.8667,134.0833,82.67,67,41,3.27,scattered clouds
504,Manakara,MG,2022-05-27 23:45:15,-22.1333,48.0167,67.3,89,53,7.99,light rain
505,Savelugu,GH,2022-05-27 23:45:16,9.6244,-0.8253,79.83,72,79,5.55,broken clouds
506,Leiyang,CN,2022-05-27 23:45:16,26.4024,112.8591,71.08,96,100,0.85,overcast clouds
507,Batemans Bay,AU,2022-05-27 23:45:16,-35.7167,150.1833,58.1,88,100,3.22,light rain
508,Port Said,EG,2022-05-27 23:45:16,31.2565,32.2841,71.58,73,0,8.05,clear sky
509,Iquitos,PE,2022-05-27 23:45:17,-3.7481,-73.2472,77.04,94,75,1.14,light rain
510,Polohy,UA,2022-05-27 23:45:17,47.4844,36.2536,57.81,69,60,11.43,broken clouds
511,Petropavlovsk-Kamchatskiy,RU,2022-05-27 23:44:32,53.0452,158.6483,59.59,41,0,8.95,clear sky
512,Zlobin,HR,2022-05-27 23:45:17,45.2924,14.6541,60.62,59,0,4.61,clear sky
513,Murray,US,2022-05-27 23:40:26,40.6669,-111.888,85.78,24,0,11.5,clear sky
514,Idrinskoye,RU,2022-05-27 23:45:18,54.3708,92.1358,51.17,54,0,4.32,clear sky
515,Katherine,AU,2022-05-27 23:45:18,-14.4667,132.2667,73.72,64,64,6.91,broken clouds
516,Shaowu,CN,2022-05-27 23:45:18,27.3409,117.4831,70.61,99,100,1.25,overcast clouds
517,Diplo,PK,2022-05-27 23:45:19,24.4667,69.584,80.94,82,15,22.37,few clouds
518,Zhigansk,RU,2022-05-27 23:45:19,66.7697,123.3711,37.36,61,27,14.52,scattered clouds
519,Caceres,ES,2022-05-27 23:42:33,39.522,-6.3748,68.92,31,10,5.3,clear sky
520,Bombay,IN,2022-05-27 23:43:52,19.0144,72.8479,85.98,74,40,8.05,haze
521,San Antonio,US,2022-05-27 23:42:07,29.4241,-98.4936,98.35,33,0,9.22,clear sky
522,Providencia,MX,2022-05-27 23:45:19,28.7167,-111.5833,103.21,16,0,11.81,clear sky
523,Vrangel,RU,2022-05-27 23:45:20,42.7297,133.0839,55.24,82,9,6.55,clear sky
524,Sulangan,PH,2022-05-27 23:45:20,11.1373,123.7228,83.07,68,98,7.23,overcast clouds
525,Edd,ER,2022-05-27 23:45:21,13.9297,41.6925,84.99,67,40,2.98,scattered clouds
526,Talara,PE,2022-05-27 23:45:21,-4.5772,-81.2719,65.55,85,65,15.12,broken clouds
