City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,La Primavera,CO,2022-05-31 02:18:28,5.4906,-70.4092,76.14,87,67,2.17
295,Letnyaya Stavka,RU,2022-05-31 02:18:28,45.4306,43.4472,66.72,60,98,7.83
296,Aquiraz,BR,2022-05-31 02:18:28,-3.9014,-38.3911,77.09,87,35,7.9
297,Vagamo,NO,2022-05-31 02:18:28,61.8751,9.0967,40.28,96,69,4.18
298,Tabuk,PH,2022-05-31 02:18:29,17.4189,121.4443,84.78,73,99,6.71
299,Maceio,BR,2022-05-31 02:13:36,-9.6658,-35.7353,74.64,94,75,2.3
300,Zeerust,ZA,2022-05-31 02:18:29,-25.5369,26.0751,45.34,52,0,7.27
301,Kimberley,ZA,2022-05-31 02:18:29,-28.7323,24.7623,29.89,86,0,3.44
302,Port Hardy,CA,2022-05-31 02:18:30,50.6996,-127.4199,55.58,76,75,4.61
303,Turayf,SA,2022-05-31 02:18:30,31.6725,38.6637,70.05,37,0,9.22
304,Porto Novo,BJ,2022-05-31 02:16:49,6.4965,2.6036,82.22,89,89,5.59
305,Hibbing,US,2022-05-31 02:18:30,47.4272,-92.9377,61.57,88,100,4.61
306,Krasnyy Chikoy,RU,2022-05-31 02:18:31,50.3643,108.7512,61.93,34,3,9.98
307,Samarai,PG,2022-05-31 02:18:31,-10.6167,150.6667,81.77,71,85,7.49
308,Fairbanks,US,2022-05-31 02:15:29,64.8378,-147.7164,76.6,27,0,9.22
309,Tsevie,TG,2022-05-31 02:18:31,6.4261,1.2133,75.78,91,88,4.47
310,Moron,AR,2022-05-31 02:17:48,-34.6534,-58.6198,46.15,70,56,3.24
311,Cheyenne,US,2022-05-31 02:16:34,41.14,-104.8203,53.74,44,40,15.99
312,Casino,AU,2022-05-31 02:18:32,-28.8667,153.05,67.57,57,0,10.6
313,Kangaatsiaq,GL,2022-05-31 02:18:32,68.3065,-53.4641,31.8,89,6,10.92
314,Popondetta,PG,2022-05-31 02:18:32,-8.7537,148.2534,87.89,59,98,3.91
315,Haradok,BY,2022-05-31 02:18:33,55.4624,29.9816,48.31,98,26,7.65
316,Wagar,SD,2022-05-31 02:18:33,16.1525,36.2032,88.95,17,2,9.06
317,Kargasok,RU,2022-05-31 02:18:34,59.0556,80.8572,53.58,58,2,5.48
318,Tura,IN,2022-05-31 02:18:34,25.5198,90.2201,78.58,88,62,4.03
319,Maarianhamina,AX,2022-05-31 02:18:34,60.0973,19.9348,49.86,93,0,5.75
320,Birjand,IR,2022-05-31 02:19:35,32.8663,59.2211,59.47,25,0,6.91
321,Klyuchi,RU,2022-05-31 02:19:35,52.2667,79.1667,72.03,39,100,8.5
322,Omboue,GA,2022-05-31 02:19:35,-1.5746,9.2618,73.36,93,100,3.27
323,Jardim,BR,2022-05-31 02:19:36,-21.4803,-56.1381,62.2,96,100,4.43
324,Crawfordsville,US,2022-05-31 02:19:36,40.0411,-86.8745,79.03,43,0,9.22
325,Waipawa,NZ,2022-05-31 02:19:36,-41.4122,175.5153,60.82,67,11,17.27
326,Mehran,IR,2022-05-31 02:19:36,33.1222,46.1646,84.83,17,0,7.7
327,Tocopilla,CL,2022-05-31 02:19:37,-22.092,-70.1979,61.02,69,98,5.39
328,Rocha,UY,2022-05-31 02:19:37,-34.4833,-54.3333,40.32,73,60,5.57
329,San Quintin,MX,2022-05-31 02:19:37,30.4833,-115.95,63.03,78,1,14.56
330,Paciran,ID,2022-05-31 02:19:38,-6.8767,112.3761,83.21,77,19,3.06
331,Palana,RU,2022-05-31 02:19:38,59.1167,159.9667,44.94,67,88,3.74
332,Finschhafen,PG,2022-05-31 02:19:38,-6.6024,147.8681,84.25,71,90,9.31
333,Isangel,VU,2022-05-31 02:19:39,-19.55,169.2667,82.51,73,100,6.35
334,Kuroiso,JP,2022-05-31 02:19:39,36.9667,140.05,59.83,97,100,2.98
335,Romans-Sur-Isere,FR,2022-05-31 02:19:40,45.0464,5.0562,65.39,53,100,3.31
336,Grindavik,IS,2022-05-31 02:19:40,63.8424,-22.4338,48.67,100,100,8.05
337,Kaithal,IN,2022-05-31 02:19:40,29.8,76.3833,90.79,17,0,3.8
338,Kuznechnoye,RU,2022-05-31 02:19:40,61.12,29.8686,46.0,84,100,8.84
339,Katherine,AU,2022-05-31 02:19:41,-14.4667,132.2667,88.12,51,100,6.91
340,Berlevag,NO,2022-05-31 02:19:41,70.8578,29.0864,44.4,75,3,5.75
341,Qasigiannguit,GL,2022-05-31 02:19:41,68.8193,-51.1922,35.85,95,8,2.77
342,Vilhena,BR,2022-05-31 02:19:42,-12.7406,-60.1458,70.39,67,6,1.34
343,Muyezerskiy,RU,2022-05-31 02:19:42,63.9333,31.65,47.7,93,3,4.88
344,Pasighat,IN,2022-05-31 02:19:43,28.0667,95.3333,85.46,61,6,1.81
345,Lima,PE,2022-05-31 02:16:10,-12.0432,-77.0282,60.91,81,0,9.22
346,Tanete,ID,2022-05-31 02:19:43,-3.9443,119.7848,86.34,68,42,2.77
347,Impfondo,CG,2022-05-31 02:19:43,1.6381,18.0667,70.81,95,99,0.58
348,Cabedelo,BR,2022-05-31 02:19:44,-6.9811,-34.8339,75.87,88,16,6.31
349,Thiruvananthapuram,IN,2022-05-31 02:17:42,8.4833,76.9167,80.58,89,40,4.61
350,Conceicao Do Araguaia,BR,2022-05-31 02:19:44,-8.2578,-49.2647,80.82,54,100,2.59
351,Mount Isa,AU,2022-05-31 02:19:44,-20.7333,139.5,71.37,21,20,9.22
352,Kavieng,PG,2022-05-31 02:19:44,-2.5744,150.7967,84.7,70,100,12.75
353,Siderno,IT,2022-05-31 02:19:45,38.2779,16.302,74.34,48,50,5.53
354,Bahia Honda,CU,2022-05-31 02:19:45,22.9036,-83.1592,77.18,84,100,3.18
355,Nanortalik,GL,2022-05-31 02:19:46,60.1432,-45.2371,37.24,92,100,4.32
356,San Juan,AR,2022-05-31 02:19:46,-31.5375,-68.5364,45.75,32,16,4.38
357,Paamiut,GL,2022-05-31 02:19:46,61.994,-49.6678,34.7,94,100,1.21
358,Bukachacha,RU,2022-05-31 02:19:46,52.9833,116.9167,57.74,38,72,7.45
359,Pizarro,CO,2022-05-31 02:19:47,4.9533,-77.366,76.42,91,100,7.78
360,Mujiayingzi,CN,2022-05-31 02:19:47,42.1167,118.7833,67.15,23,100,4.25
361,Olavarria,AR,2022-05-31 02:19:47,-36.8927,-60.3225,35.02,86,34,5.53
362,Teknaf,BD,2022-05-31 02:15:21,20.8624,92.3058,83.28,77,63,6.6
363,Yairipok,IN,2022-05-31 02:19:48,24.6667,94.0667,78.66,81,42,1.3
364,Dubrovytsya,UA,2022-05-31 02:19:48,51.5744,26.565,46.08,95,89,3.67
365,Visby,SE,2022-05-31 02:20:48,57.6409,18.296,49.05,100,100,10.36
366,Lewisporte,CA,2022-05-31 02:20:49,49.2499,-55.0482,49.71,82,100,4.38
367,Iranshahr,IR,2022-05-31 02:20:49,27.2025,60.6848,86.34,14,0,11.5
368,Neuquen,AR,2022-05-31 02:20:22,-38.9516,-68.0591,30.09,86,0,0.0
369,Desaguadero,PE,2022-05-31 02:20:50,-16.5656,-69.0417,42.87,68,100,6.04
370,Sampit,ID,2022-05-31 02:20:50,-2.5333,112.95,88.29,62,95,1.5
371,Xichang,CN,2022-05-31 02:20:51,27.8964,102.2634,63.95,81,91,1.61
372,Chara,RU,2022-05-31 02:20:51,56.9064,118.2631,47.17,71,99,2.06
373,Tianpeng,CN,2022-05-31 02:20:51,30.9866,103.9393,82.72,61,88,3.62
374,Prince George,CA,2022-05-31 02:20:52,53.9166,-122.753,67.44,35,0,10.36
375,Bosaso,SO,2022-05-31 02:20:52,11.2842,49.1816,84.09,63,79,4.05
376,Ocho Rios,JM,2022-05-31 02:20:52,18.4025,-77.1048,80.8,85,100,11.12
377,Methoni,GR,2022-05-31 02:20:53,36.8197,21.7049,68.22,82,3,11.65
378,Mount Vernon,US,2022-05-31 02:20:53,40.9126,-73.8371,81.77,74,20,8.05
379,Jalu,LY,2022-05-31 02:20:53,29.0331,21.5482,76.55,34,3,9.6
380,Hasaki,JP,2022-05-31 02:20:54,35.7333,140.8333,66.6,85,100,14.32
381,Mehamn,NO,2022-05-31 02:20:54,71.0357,27.8492,42.71,61,2,6.46
382,Slobozia,MD,2022-05-31 02:20:54,46.7281,29.7078,57.27,77,0,4.07
383,Abha,SA,2022-05-31 02:20:55,18.2164,42.5053,64.22,39,0,0.0
384,Lerwick,GB,2022-05-31 02:20:55,60.1545,-1.1494,48.2,89,80,9.95
385,Grand Gaube,MU,2022-05-31 02:20:55,-20.0064,57.6608,74.37,67,1,5.99
386,Anadyr,RU,2022-05-31 02:20:55,64.75,177.4833,52.3,54,20,8.95
387,Nangan,PH,2022-05-31 02:20:56,6.4726,126.1244,81.86,73,94,4.05
388,Chino Valley,US,2022-05-31 02:20:56,34.7575,-112.4538,73.42,11,0,13.8
389,Bridlington,GB,2022-05-31 02:20:56,54.0831,-0.1919,47.14,81,100,2.68
390,Balkhash,KZ,2022-05-31 02:20:57,46.844,74.9804,68.61,52,20,4.47
391,Marang,MY,2022-05-31 02:20:57,5.2056,103.2059,84.11,72,68,5.26
392,Mamakan,RU,2022-05-31 02:20:58,57.8161,114.0028,60.01,53,6,1.72
393,Nusaybin,TR,2022-05-31 02:20:59,37.0778,41.2178,77.72,27,1,6.91
394,Tema,GH,2022-05-31 02:20:59,5.667,-0.0166,79.39,83,97,8.81
395,Ambilobe,MG,2022-05-31 02:21:00,-13.2,49.05,65.46,91,0,3.11
396,Liku,ID,2022-05-31 02:21:00,-0.7275,119.8922,86.95,52,98,0.16
397,Lucapa,AO,2022-05-31 02:21:00,-8.4192,20.7447,62.37,54,52,4.47
398,Shenjiamen,CN,2022-05-31 02:21:01,29.9576,122.298,68.95,74,100,5.66
399,Ati,TD,2022-05-31 02:21:01,13.2154,18.3353,88.48,32,100,7.2
400,Ilulissat,GL,2022-05-31 02:21:01,69.2167,-51.1,35.62,80,100,11.5
401,Wenling,CN,2022-05-31 02:21:02,28.3669,121.36,66.31,96,100,7.63
402,Port-Gentil,GA,2022-05-31 02:21:02,-0.7193,8.7815,75.78,86,100,11.5
403,Kandrian,PG,2022-05-31 02:21:03,-6.2167,149.55,85.24,68,57,7.47
404,Barranca,PE,2022-05-31 02:21:03,-10.75,-77.7667,61.92,85,52,5.44
405,Shamary,RU,2022-05-31 02:21:03,57.3434,58.2199,48.87,99,100,7.2
406,Devgarh,IN,2022-05-31 02:21:04,25.5333,73.9,80.71,59,0,15.43
407,Jingdezhen,CN,2022-05-31 02:21:04,29.2947,117.2079,83.07,69,18,3.38
408,Port Washington,US,2022-05-31 02:17:16,40.8257,-73.6982,81.61,73,20,8.05
409,Kirakira,SB,2022-05-31 02:21:04,-10.4544,161.9205,83.98,73,38,5.32
410,Sovetskiy,RU,2022-05-31 02:21:05,61.3614,63.5842,46.04,69,47,9.46
411,Lasa,IT,2022-05-31 02:21:05,46.6166,10.7002,50.36,94,98,2.08
412,Qeshm,IR,2022-05-31 02:22:06,26.9581,56.2719,78.69,72,0,4.32
413,Banjar,ID,2022-05-31 02:22:06,-8.19,114.9675,85.87,65,6,3.36
414,Ilyich,KZ,2022-05-31 02:22:06,40.8464,68.5067,66.63,48,0,3.33
415,Komsomolskiy,UZ,2022-05-31 02:22:07,40.4272,71.7189,63.32,55,0,2.3
416,Bathsheba,BB,2022-05-31 02:22:07,13.2167,-59.5167,81.21,78,40,17.27
417,Fort Nelson,CA,2022-05-31 02:22:08,58.8053,-122.7002,67.59,30,20,3.44
418,Palmer,US,2022-05-31 02:22:08,42.1584,-72.3287,75.61,72,75,9.22
419,High Level,CA,2022-05-31 02:22:08,58.5169,-117.136,66.31,32,40,5.75
420,Svetlogorsk,BY,2022-05-31 02:22:09,52.6333,29.7333,44.56,93,51,4.03
421,Sao Felix Do Xingu,BR,2022-05-31 02:21:08,-6.6447,-51.995,73.17,81,7,1.54
422,Vao,NC,2022-05-31 02:22:09,-22.6667,167.4833,76.59,85,46,15.88
423,Tessalit,ML,2022-05-31 02:22:10,20.1986,1.0114,92.64,23,62,9.75
424,Beloha,MG,2022-05-31 02:22:10,-25.1667,45.05,60.58,88,0,2.93
425,Agadez,NE,2022-05-31 02:22:10,19.75,10.25,82.58,10,0,2.13
426,Quang Ngai,VN,2022-05-31 02:22:11,15.1167,108.8,88.47,63,25,2.39
427,La Sarre,CA,2022-05-31 02:22:11,48.8002,-79.1996,50.72,91,100,12.46
428,Green Valley,US,2022-05-31 02:18:30,31.8543,-110.9937,86.77,15,0,14.14
429,Oistins,BB,2022-05-31 02:17:18,13.0667,-59.5333,80.69,78,40,17.27
430,Tsumeb,NA,2022-05-31 02:22:12,-19.2333,17.7167,57.27,40,0,10.04
431,Urengoy,RU,2022-05-31 02:22:12,65.9667,78.3667,42.48,46,38,20.29
432,Grand-Santi,GF,2022-05-31 02:22:12,4.25,-54.3833,73.78,100,100,2.19
433,Pingliang,CN,2022-05-31 02:22:13,35.5392,106.6861,73.99,42,100,8.57
434,Davila,PH,2022-05-31 02:22:13,18.4726,120.5763,87.78,67,82,6.44
435,Mbabane,SZ,2022-05-31 02:22:13,-26.3167,31.1333,43.56,91,3,4.54
436,Visnes,NO,2022-05-31 02:22:14,59.3556,5.2242,48.25,87,100,3.44
437,Silver City,US,2022-05-31 02:22:14,32.7701,-108.2803,72.91,13,0,17.0
438,Audru,EE,2022-05-31 02:22:14,58.4086,24.3739,51.96,93,100,12.66
439,Male,MV,2022-05-31 02:22:15,4.1748,73.5089,79.57,83,100,20.24
440,Eastbourne,GB,2022-05-31 02:22:15,50.7687,0.2845,55.4,81,100,7.65
441,Zhaoyuan,CN,2022-05-31 02:22:15,37.3592,120.3964,85.39,20,45,13.91
442,College,US,2022-05-31 02:22:16,64.8569,-147.8028,76.59,26,40,9.22
443,Petrokamenskoye,RU,2022-05-31 02:22:16,57.716,60.6484,47.68,96,100,6.98
444,Campbellsville,US,2022-05-31 02:22:16,37.3434,-85.3419,77.11,58,15,5.82
445,Koslan,RU,2022-05-31 02:20:18,63.4564,48.8989,56.68,78,75,2.53
446,Pimentel,PE,2022-05-31 02:22:17,-6.8367,-79.9342,63.73,83,54,9.98
447,Huilong,CN,2022-05-31 02:22:17,31.8111,121.655,77.94,44,98,12.17
448,Bountiful,US,2022-05-31 02:19:39,40.8894,-111.8808,51.98,58,65,1.99
449,Longhua,CN,2022-05-31 02:22:17,23.6137,114.1919,87.15,67,100,2.93
450,Price,US,2022-05-31 02:22:18,39.5994,-110.8107,54.66,37,100,12.66
451,Cairns,AU,2022-05-31 02:22:18,-16.9167,145.7667,89.06,65,64,3.44
452,Eureka,US,2022-05-31 02:22:18,40.8021,-124.1637,58.12,76,0,8.01
453,Dudinka,RU,2022-05-31 02:22:19,69.4058,86.1778,33.62,69,77,20.15
454,Namibe,AO,2022-05-31 02:22:19,-15.1961,12.1522,67.91,68,0,5.32
455,Silifke,TR,2022-05-31 02:22:19,36.3778,33.9344,75.63,54,0,5.37
456,Opuwo,NA,2022-05-31 02:22:20,-18.0607,13.84,60.93,36,0,8.81
457,Tavda,RU,2022-05-31 02:22:20,58.0425,65.2726,49.12,94,100,6.35
458,Brae,GB,2022-05-31 02:22:20,60.3964,-1.353,46.56,90,59,8.7
459,Sao Joao Da Barra,BR,2022-05-31 02:18:46,-21.6403,-41.0511,73.13,93,55,10.09
460,Walvis Bay,NA,2022-05-31 02:23:56,-22.9575,14.5053,52.75,62,0,6.91
461,Tres Arroyos,AR,2022-05-31 02:23:56,-38.3739,-60.2798,37.22,78,48,7.78
462,Sembe,CG,2022-05-31 02:23:57,1.6481,14.5806,69.87,97,95,0.85
463,Son La,VN,2022-05-31 02:22:31,21.3167,103.9,75.67,88,96,2.1
464,Srednekolymsk,RU,2022-05-31 02:23:57,67.45,153.6833,65.28,39,92,9.4
465,Lae,PG,2022-05-31 02:23:57,-6.7221,146.9847,86.67,65,92,8.08
466,Mondlo,ZA,2022-05-31 02:23:58,-27.983,30.7177,40.87,90,0,5.79
467,Camopi,GF,2022-05-31 02:23:58,3.1655,-52.3158,71.96,100,100,1.45
468,Freeport,US,2022-05-31 02:21:40,40.6576,-73.5832,80.19,75,0,8.05
469,Mercedes,AR,2022-05-31 02:23:58,-34.6515,-59.4307,35.04,64,4,5.35
470,Camacha,PT,2022-05-31 02:23:58,33.0833,-16.3333,60.22,77,75,9.22
471,Atasu,KZ,2022-05-31 02:23:59,48.6814,71.6433,67.5,53,11,13.29
472,Griffith,US,2022-05-31 02:23:59,41.5284,-87.4237,82.26,58,0,12.66
473,Valdez,EC,2022-05-31 02:23:59,1.2492,-78.9831,76.32,90,100,4.16
474,Lazaro Cardenas,MX,2022-05-31 02:23:32,17.9583,-102.2,78.64,72,28,8.32
475,Roros,NO,2022-05-31 02:23:59,62.5747,11.3842,33.64,93,100,1.14
476,Muros,ES,2022-05-31 02:24:00,42.7762,-9.0603,58.08,92,100,6.6
477,Imeni Poliny Osipenko,RU,2022-05-31 02:24:00,52.4201,136.4853,49.01,91,100,9.84
478,Half Moon Bay,US,2022-05-31 02:24:00,37.4636,-122.4286,68.58,65,0,29.93
479,Makakilo City,US,2022-05-31 02:24:01,21.3469,-158.0858,84.52,50,0,16.11
480,Katrineholm,SE,2022-05-31 02:24:01,58.9959,16.2072,48.54,87,100,3.53
481,Nizhnevartovsk,RU,2022-05-31 02:24:01,60.9344,76.5531,50.02,66,0,7.0
482,Bhatkal,IN,2022-05-31 02:24:02,13.9667,74.5667,81.95,78,95,5.61
483,Tanout,NE,2022-05-31 02:24:02,14.9709,8.8879,83.48,9,0,8.37
484,Bama,NG,2022-05-31 02:24:02,11.5221,13.6856,87.49,39,69,2.98
485,Charleston,US,2022-05-31 02:23:51,32.7766,-79.9309,79.02,90,20,5.75
486,Altay,CN,2022-05-31 02:24:03,47.8667,88.1167,65.37,64,100,3.33
487,Tynda,RU,2022-05-31 02:24:03,55.1667,124.7167,49.28,82,100,6.8
488,Cap Malheureux,MU,2022-05-31 02:24:03,-19.9842,57.6142,74.46,67,0,5.99
489,Cerro Largo,BR,2022-05-31 02:24:04,-28.1486,-54.7381,42.84,83,3,5.46
490,Iroquois Falls,CA,2022-05-31 02:24:04,48.7669,-80.6831,55.6,91,100,10.04
491,Itarema,BR,2022-05-31 02:24:04,-2.9248,-39.9167,76.28,91,30,10.4
492,Morehead,US,2022-05-31 02:24:05,37.2711,-87.1764,76.95,78,0,0.0
493,Necochea,AR,2022-05-31 02:24:05,-38.5473,-58.7368,43.0,78,96,9.37
494,Pedernales,DO,2022-05-31 02:24:05,18.0384,-71.744,80.85,74,51,8.66
495,Fukue,JP,2022-05-31 02:24:06,32.6881,128.8419,77.36,65,40,8.05
496,Coos Bay,US,2022-05-31 02:24:06,43.3665,-124.2179,61.32,82,100,18.41
497,Husavik,IS,2022-05-31 02:24:06,66.0449,-17.3389,49.51,70,46,3.67
498,Erzurum,TR,2022-05-31 02:24:07,40.0,41.5,42.48,55,3,2.21
499,Kushmurun,KZ,2022-05-31 02:24:07,52.4503,64.6311,58.73,64,11,14.63
500,Prainha,BR,2022-05-31 02:24:07,-1.8,-53.48,73.09,98,52,2.44
501,Greymouth,NZ,2022-05-31 02:24:08,-42.4667,171.2,59.95,86,14,12.59
502,Havre-Saint-Pierre,CA,2022-05-31 02:24:08,50.2334,-63.5986,44.6,75,0,6.91
503,Vytegra,RU,2022-05-31 02:19:13,61.0064,36.4481,49.48,93,6,4.25
504,Zhob,PK,2022-05-31 02:24:10,31.3411,69.4481,73.35,10,0,5.91
505,Khomeyn,IR,2022-05-31 02:24:10,33.6423,50.0789,59.83,24,5,4.61
506,Maoming,CN,2022-05-31 02:24:10,21.65,110.9,85.57,73,100,7.67
507,Nabire,ID,2022-05-31 02:24:11,-3.3667,135.4833,86.07,60,100,1.7
508,Padang,ID,2022-05-31 02:25:11,-0.9492,100.3543,86.05,69,62,4.18
509,Katsuura,JP,2022-05-31 02:25:11,35.1333,140.3,65.82,84,100,12.3
510,Virginia Beach,US,2022-05-31 02:25:12,36.8529,-75.978,78.03,75,0,3.44
511,Marzuq,YE,2022-05-31 02:25:12,14.4,46.4667,75.7,32,15,4.34
512,Goderich,CA,2022-05-31 02:25:12,43.7501,-81.7165,60.8,83,100,15.03
513,Puerto Del Rosario,ES,2022-05-31 02:25:13,28.5004,-13.8627,65.95,72,0,3.44
514,Kulhudhuffushi,MV,2022-05-31 02:25:13,6.6221,73.07,79.54,84,100,23.44
515,Waitati,NZ,2022-05-31 02:25:13,-45.75,170.5667,68.81,47,0,6.46
516,Chimoio,MZ,2022-05-31 02:25:14,-19.1164,33.4833,54.52,96,0,3.47
517,Cockburn Town,TC,2022-05-31 02:25:11,21.4612,-71.1419,80.1,83,99,20.56
518,Mae Sai,TH,2022-05-31 02:25:14,20.4335,99.8762,77.05,92,100,2.39
519,Ahipara,NZ,2022-05-31 02:25:14,-35.1667,173.1667,65.14,81,100,15.37
520,Sargatskoye,RU,2022-05-31 02:21:17,55.6101,73.4972,55.35,92,100,5.1
521,Ylojarvi,FI,2022-05-31 02:25:15,61.5563,23.5961,51.71,88,0,4.61
522,Vanimo,PG,2022-05-31 02:25:15,-2.6741,141.3028,75.63,89,100,3.71
523,Moorhead,US,2022-05-31 02:25:16,46.8739,-96.7676,62.94,89,100,19.57
524,Berbera,SO,2022-05-31 02:25:16,10.4396,45.0143,89.8,44,100,16.8
525,Leshan,CN,2022-05-31 02:25:16,29.5623,103.7639,80.02,62,71,1.05
526,Baijiantan,CN,2022-05-31 02:25:17,45.6333,85.1833,77.67,36,70,5.46
527,Margate,GB,2022-05-31 02:25:17,51.3813,1.3862,49.69,79,100,1.01
528,Narva-Joesuu,EE,2022-05-31 02:25:17,59.4589,28.0408,52.38,76,93,13.58
529,Awjilah,LY,2022-05-31 02:25:18,29.1081,21.2869,76.42,35,6,9.71
530,Roma,US,2022-05-31 02:25:18,43.2128,-75.4557,74.66,81,0,1.01
531,Kalyazin,RU,2022-05-31 02:25:19,57.2403,37.8433,52.02,86,57,7.27
532,Sobolevo,RU,2022-05-31 02:25:19,54.4299,31.8996,53.11,96,86,7.14
533,Trois-Rivieres,CA,2022-05-31 02:25:04,46.3501,-72.5491,66.15,77,100,10.36
534,Ancud,CL,2022-05-31 02:25:19,-41.8697,-73.8203,41.04,80,87,5.3
535,Dengzhou,CN,2022-05-31 02:25:20,37.8086,120.7508,77.83,31,14,17.76
536,Aras,ES,2022-05-31 02:25:20,42.5617,-2.356,55.81,72,0,8.05
537,Manokwari,ID,2022-05-31 02:25:20,-0.8667,134.0833,83.35,71,84,6.62
538,Rorvik,NO,2022-05-31 02:25:21,64.8621,11.2373,50.76,81,99,8.16
539,Liwale,TZ,2022-05-31 02:25:21,-9.7667,37.9333,61.21,92,0,4.23
540,Yinchuan,CN,2022-05-31 02:25:22,38.4681,106.2731,84.22,13,0,10.02
541,Baoqing,CN,2022-05-31 02:25:22,46.3317,132.2111,60.91,69,80,8.08
542,Zhangjiakou,CN,2022-05-31 02:25:22,40.81,114.8794,74.5,13,95,2.62
543,San Carlos De Bariloche,AR,2022-05-31 02:25:23,-41.1456,-71.3082,29.25,80,0,6.91
544,Huanren,CN,2022-05-31 02:25:23,41.2647,125.3667,69.57,36,3,8.14
545,Turbat,PK,2022-05-31 02:25:23,26.0023,63.044,84.36,61,4,2.75
546,Jinji,CN,2022-05-31 02:25:23,23.2281,110.8261,84.96,77,100,3.67
547,Cape Coast,GH,2022-05-31 02:25:24,5.1053,-1.2466,78.64,85,53,7.96
548,La Palma,US,2022-05-31 02:25:24,33.8464,-118.0467,75.81,62,0,11.5
549,Sumbe,AO,2022-05-31 02:25:24,-11.2061,13.8437,70.63,91,6,7.67
550,Rumoi,JP,2022-05-31 02:25:24,43.9344,141.6428,61.83,63,100,7.31
551,Ilo,PE,2022-05-31 02:25:25,-17.6394,-71.3375,61.66,77,100,2.3
552,Port Macquarie,AU,2022-05-31 02:25:25,-31.4333,152.9167,66.88,45,0,14.58
553,Nokaneng,BW,2022-05-31 02:25:25,-19.6667,22.2667,54.21,36,0,7.47
554,Ust-Ishim,RU,2022-05-31 02:25:26,57.6935,71.1665,52.11,94,100,2.62
555,Briancon,FR,2022-05-31 02:26:26,44.9,6.65,48.51,68,96,3.42
556,Yelniki,RU,2022-05-31 02:26:26,54.6207,43.876,52.32,75,97,3.85
557,Mubi,NG,2022-05-31 02:26:27,10.2676,13.2644,81.19,47,62,3.38
558,Aykhal,RU,2022-05-31 02:26:27,66.0,111.5,47.73,51,100,6.82
559,Rio Claro,BR,2022-05-31 02:26:27,-22.4114,-47.5614,64.9,90,99,3.91
560,Henties Bay,NA,2022-05-31 02:26:28,-22.116,14.2845,58.46,74,0,7.9
561,Emerald,AU,2022-05-31 02:26:28,-23.5333,148.1667,67.33,42,90,13.11
562,Kutum,SD,2022-05-31 02:26:28,14.2,24.6667,75.18,15,37,9.82
563,Abapo,BO,2022-05-31 02:26:28,-18.8333,-63.4667,52.18,85,100,2.15
564,Bac Lieu,VN,2022-05-31 02:26:29,9.285,105.7244,85.17,73,90,8.48
565,Olafsvik,IS,2022-05-31 02:26:29,64.8945,-23.7142,48.7,93,99,8.03
566,Saint-Pierre,RE,2022-05-31 02:26:29,-21.3393,55.4781,69.91,78,100,16.11
567,Touros,BR,2022-05-31 02:26:30,-5.1989,-35.4608,76.53,90,28,8.16
568,Sitka,US,2022-05-31 02:26:30,57.0531,-135.33,51.69,82,40,3.44
569,Sarangani,PH,2022-05-31 02:26:30,5.4033,125.4636,82.67,74,97,4.09
570,Huarmey,PE,2022-05-31 02:26:31,-10.0681,-78.1522,62.85,86,39,7.61
571,Newport,GB,2022-05-31 02:26:31,51.5877,-2.9984,52.34,83,97,3.85
572,Kembe,CF,2022-05-31 02:26:31,4.6228,21.8865,68.16,91,66,1.07
573,Santa Barbara,US,2022-05-31 02:26:32,34.7333,-120.0343,75.31,62,0,13.8
574,Alice Springs,AU,2022-05-31 02:26:32,-23.7,133.8833,54.95,47,100,10.36
575,Chernenko,RU,2022-05-31 02:26:32,44.365,39.3103,64.54,80,52,2.62
576,Akyab,MM,2022-05-31 02:26:32,20.15,92.9,82.92,80,26,7.58
577,Horsham,GB,2022-05-31 02:26:33,51.064,-0.3272,54.01,90,75,3.44
578,Vanavara,RU,2022-05-31 02:26:33,60.34,102.2797,60.49,47,97,14.09
579,Kazanka,UA,2022-05-31 02:26:34,47.8462,32.8218,59.47,83,5,6.38
580,Normandin,CA,2022-05-31 02:26:34,48.8333,-72.5321,48.51,93,100,8.05
581,Puerto Madryn,AR,2022-05-31 02:26:34,-42.7692,-65.0385,40.32,59,5,11.34
582,Saint-Augustin,CA,2022-05-31 02:26:35,51.226,-58.6502,41.77,88,100,15.79
583,Kenai,US,2022-05-31 02:26:35,60.5544,-151.2583,55.49,87,20,14.97
584,Mangai,CD,2022-05-31 02:26:35,-4.05,19.5333,69.84,75,5,2.21
585,Tangwani,PK,2022-05-31 02:26:35,28.2787,68.9972,95.2,7,2,3.33
586,Lebedinyy,RU,2022-05-31 02:26:36,58.5167,125.5167,54.21,54,61,12.46
587,Waingapu,ID,2022-05-31 02:26:36,-9.6567,120.2641,85.19,64,91,3.29
588,Valparaiso,CL,2022-05-31 02:22:13,-33.0393,-71.6273,50.47,62,0,3.44
589,Nouadhibou,MR,2022-05-31 02:26:36,20.931,-17.0347,67.98,88,0,13.8
590,Kasongo,CD,2022-05-31 02:26:37,-4.45,26.6667,67.55,94,93,2.06
